,X1,pros_page1,pros_page_rating_value,
1306,148,"Good people who are interested in technology
Good work life balance
Good leave policies
Work from home available depending on your role(4 per month)
Half Yearly team outing.
Approachable senior management",4,#N/A
1307,148,"-Work life balance
-Interesting work
-Pretty good benefits (subsidized lunch, espp, 401k match, healthcare)
-Great opportunity to learn about finance and technology
-Clear career path and growth first few years. (great place for beginning of caree",4,#N/A
1308,148,"The benefits were good... free drinks, mirienda (once a month) and shuttle service wherein it will drop you off to your house (if your sched is 3pm-12am). For fresh grad, this is a good company to start since it will take you a good care.",4,#N/A
1309,148,You will get much extra time,2,#N/A
1310,148,Interesting challenges (only if given a little time to think through it),4,#N/A
1311,149,"Generally relaxed working environment. Although, highly dependent on the assigned work/client you've been given",3,#N/A
1312,149,"Friendly environment 
Employees support
Good facilities
Low work pressure",3,#N/A
1313,149,"Taking care of employees is good and nice transport facilities, No pressure",4,#N/A
1314,149,"Friendly environment, Free shuttle, free drinks",4,#N/A
1315,149,Great opportunity to learn and be part of a professional motivated team.,4,#N/A
1316,149,Good opportunities to grow for freshers,4,#N/A
1317,149,"Great work life balance
Good company to start your career
Knowledgeable and helpful mentors
Transport facility available",4,#N/A
1318,149,"Cab Facilities ,Flexible Shift timings",5,"Cab Facilities ,Flexible Shift timings"
1319,149,"- tight knit team
- flexible with tools used
- work from home",2,#N/A
1320,149,Time management. There is work life balance,4,#N/A
1321,150,"Good work life balance
Helpful mentors
Learning opportunities",3,#N/A
1322,150,"Flexible working hours
Subsidized food 
Free Snacks",3,#N/A
1323,150,"Good work life balance
Friendly coworkers
Low stress environment",4,#N/A
1324,150,Good company with youngp eople,4,#N/A
1325,150,"Culture is excellent, flexible work schedule and great benefits and people to work with.",4,#N/A
1326,150,it was a good student job,4,#N/A
1327,150,"Amazing work life balance. 
Great people.",4,#N/A
1328,150,"Great work-life balance, great flexible management",4,#N/A
1329,150,"Great people.
Engineering culture drives decisions.  
Interesting problems.",2,#N/A
1330,150,good company for freshers and experienced,5,good company for freshers and experienced
1331,151,Work life balance is good.,5,Work life balance is good.
1332,151,Liked and trusted the senior management at the time. Good HR and training department. Great benefits. Very good place to start a career.,3,#N/A
1333,151,"Good for freshers, work-life balance is good.",4,#N/A
1334,151,Great work/life balance.  Good people all around.  Tons of different applications to work on,4,#N/A
1335,151,Stress free environment and a happy place!,5,Stress free environment and a happy place!
1336,151,People are great and eager to help,4,#N/A
1337,151,"Health environment 
Cab facility
Low work pressure
More like a Govt job",4,#N/A
1338,151,"there are many benefits, good for starting",4,#N/A
1339,151,"Stress free,
Hospitality,
Free transport,
Fixed shift timings for few processes,
Job comfort",2,#N/A
1340,151,Best work culture and work life balance,5,Best work culture and work life balance
1341,152,Working at FDS was a great start to my career in finance. I was able to get hands on experience working with investment managers while diving into the world of technology,3,#N/A
1342,152,"Work is medium paced, good benefits, sociable colleagues",3,#N/A
1343,152,Its an Best company with values and Benefits,5,Its an Best company with values and Benefits
1344,152,You get to talk directly to directors of the company. Benefits are the best in the industry.,4,#N/A
1345,152,"People oriented culture, good for freshers",4,#N/A
1346,152,Been here almost 5 yrs now. One of my main reasons for staying was benefits but see below,4,#N/A
1347,152,No stress.  Good work culture and best environment to work.,4,#N/A
1348,152,If you're a new grad it's alright.,4,#N/A
1349,152,"Une belle équipe, très soudée. Des missions variées et enrichissantes, proposant une belle exposition aux divers client et beaucoup d'autonomie.",2,#N/A
1350,152,Company culture is very good,4,#N/A
1351,153,"Flexi leaves, work from home, good support from a different department",3,#N/A
1352,153,"HQ location is ideal for employees with families as an alternative to commute to NYC. It has somewhat affordable housing market within 20 miles radius (< 1 hour rush-hour commute). It has good work/life balance without pressing deadlines, so need to consider this no-overtime when comparing benefits. Working with latest technologies and moving toward modern software architecture at a fast pace allows to make a... difference and learn something new and relevant at work. Flexible schedule, allowing working from home or shifting office hours to avoid rush hour commute.",3,#VALUE!
1353,153,"Life is good here, not much pressure",4,#N/A
1354,153,"- Lots of training
- Experience working with a diverse range of top-tier financial clients and learning how they operate
- Benefits and salary were competitive out of school
- Stable place to work.
- Decent work/life balance
- Growth opportuniti",4,#N/A
1355,153,Great company for a fresh Graduate. Great Benefits. Work Life Balance.,4,#N/A
1356,153,"Environment is good
People are friendly
Benefits and pay are good",4,#N/A
1357,153,"friendly environment, good work life balance",5,"friendly environment, good work life balance"
1358,153,Good Health and Medical allowances,4,#N/A
1359,153,"Great place to work, with friendly team members, PTO, paid lunched, health insurance.",2,#N/A
1360,153,"work life balance, good environment",4,#N/A
1361,154,"- Competitive benefits
- Friendly working environment
- Home drop-off shuttle 
- Great training ground",3,#N/A
1362,154,Worklife balance will be good.,3,#N/A
1363,154,Great Company benefits and culture,4,#N/A
1364,154,"senior support, friendly environment n easily adaptable, cab facility,",4,#N/A
1365,154,Work life balance is good.,5,Work life balance is good.
1366,154,"- Good environment to start working experience
- They offer a lot of benefits",4,#N/A
1367,154,"Good Working Environment
Good Support from my team and process
Got to learn lots of new things",4,#N/A
1368,154,"Work-Life balance, friendly environment, food, hikes, encourages to participate in all activities",4,#N/A
1369,154,"- Great worklife balance
- Competitive base
- Nice co-workers",2,#N/A
1370,154,The staff is energetic and collaborative,4,#N/A
1371,155,Good to start the career,3,#N/A
1372,155,You can get away with working 40 or less hours a week,3,#N/A
1373,155,"There are a number of good software engineers still working at the firm, for now...
First three years will be okay, if you are a hard worker
Compensation is decent",4,#N/A
1374,155,"Free transport
free food
leaves policy good",4,#N/A
1375,155,"""ok"" for a start
It tries to compensate on perks
Free shuttle 
Free drinks and cheap foods a month",4,#N/A
1376,155,Subsidized food and less work as TL,4,#N/A
1377,155,team bounding and work environment is very good,4,#N/A
1378,155,1. Decent opportunity for learning,4,#N/A
1379,155,The company will definitely help u to grow,5,The company will definitely help u to grow
