"Employer.s.Name","Review.Link","Job.Title","Review.Date","Review.City.Town.Name","Review.State.Name","Review.Country.Name","Current.Job","Length.of.Employment","Employment.Status","Overall.Satisfaction","Career.Opportunities","Compensation...Benefits","Senior.Leadership","Work.Life.Balance","Culture...Values","Business.Outlook","Recommend.to.Friend","CEO.Approval","Pros","Cons","Advice.to.Sr..Management","Headline","Employer.Response"
"Standard & Poor's Financial Services LLC","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Ratings-RVW2552207.htm"," ","4/11/2013","Hyderabad","Telangana","India","Yes","More than a year","Full-time",3,3,2,2,3,3,"Getting Worse","No","No Opinion","Domain knowledge if in core financial teams
Good brand reputation","Culture was good but no more infact going really bad
No appreciation for the people who really do meaningful work
Biased promotion policies in most cases
Almost nil on site opportunities
No professionalism.. don't even comunicate in English when in meetings
worst food and even worst committee
Management penalizes the doers instead of middle managers who don't do their work","It works better to encourage ppl to get more productivity and satisfaction instead of penalizing the actual effort makers..","Interesting work if u r in the right team",NA
"Standard & Poor's Financial Services LLC","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Ratings-RVW2523394.htm","Technology Quality Analyst","4/2/2013","Gurgaon","Haryana","India","Yes","More than a year","Full-time",5,4,5,3,3,4,"Getting Better","Yes","No Opinion","A very good Work Environment","have not discovered one yet","As of now, the management is doing good.","Amazing company to work with. Work Environment is great.. Friendly people.",NA
"Standard & Poor's Financial Services LLC","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Ratings-RVW2065841.htm","JRA","10/19/2012","Hyderabad","Telangana","India","Yes","More than a year","Full-time",3,3,3,3,2,4,"Getting Better","Yes","No Opinion","Specialized in data collection involves in depth analysis of financial information provider","Very less chances to grow up,","Expected to more professional in all aspects..","It's a Good platform to start a career in the field of finance..",NA
"Standard & Poor's Financial Services LLC","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Ratings-RVW1884060.htm","Junior Research Associate","8/25/2012","Hyderabad","Telangana","India","Yes","Less than a year","Full-time",4,4,4,4,5,5,"Getting Better","Yes","Approve","Best working environment & culture, No pressure & deadline.","Attrition rate is very high..","Increase the compensation and benefits..","Excellent company for freshers of Finance",NA
"Standard & Poor's Financial Services LLC","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Ratings-RVW1054206.htm","Data Manager","8/8/2011","Chennai","Tamil Nadu","India","Yes"," "," ",4,3.5,3.5,4,4,0," ","Yes","No Opinion","Good independent work atmosphere, work life balance is considered important. Respects employees. Has very good learning opportunities, has a good leadership.","Standard and Poors provide very few opportunities for growth. Growth mostly depends on the department a person is employed in.","Nothing that comes to my mind as of now, nothing special. Nothing that comes to my mind as of now","Good",NA
"Standard & Poor's Financial Services LLC","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Ratings-RVW506783.htm"," ","5/22/2010","Mumbai","Maharashtra","India","No"," "," ",3,5,2,5,1.5,0," ","Yes","No Rating","1) Very good place to start your career: offers a lot to build your skills and knowledge
2) Very respected brand name in India, which adds weight to one's resume
3) Merit-based growth offered to employees although sometimes favoritism does cloud some management decisions
4) Great work culture: very friendly, supportive co-workers","1) Compensation packages are not at all competitive
2) Lack of proper communication between management and employees","My advice is to the newer management personnel: Listening skills need to be improved. Compensation packages need to be re-structured. Given that the company offers so much to learn and grow, many people would not want to leave if compensation is not an issue.","My review",NA
"Standard & Poor's Financial Services LLC","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Ratings-RVW233031.htm","Executive Software Developer","6/1/2009","Mumbai","Maharashtra","India","No"," "," ",2,2.5,1,2.5,2.5,0," ","No","No Rating","You will get chance to work in all phases of software development cycle as well as all the parts for complete system like design, database, coding testing etc.","You will get less compensation, less respect - as you are not in core business of company, you are not the revenue generator, so you are always overhead for company.","Be focus on unified platform through out the company. Give some respect to software developer too. Give good hikes to them.","Not much opportunities for software developer",NA
"S&P Global","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW25186621.htm","Data Researcher","3/15/2019","Ahmedabad","Gujarat","India","No","More than a year","Full-time",1,1,1,2,3,3,"Getting Worse","No","Approve","HR policy, leave policy, work life balance, Global Brand,","Full Politics, you can't grow Managers will play with your numbers & never let u grow while they favour some other  members & allow them to grow . Managers have created an environment where you have to scarred of them. Nothing to learn apart from organisational tools which won't help in further career growth","Have some control over managers","Pathetic work , same type of monotonous work day in & out,  Nothing to learn which can help for personal growth."," "
"S&P Global","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW25004004.htm","Data Researcher III","3/5/2019","Gurgaon","Haryana","India","No","More than 3 years","Full-time",4,3,3,4,5,5,"Getting Better","Yes","Approve","1. Work life balance 
2. Ability to innovate","1. Specific nature of work
2. poor work allocation"," ","Experience"," "
"S&P Global","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW24922970.htm","Applications Associate","2/28/2019","Hyderabad","Telangana","India","Yes","More than a year","Full-time",5,5,5,5,5,5,"Getting Better","Yes","Approve","Good Salary and good work environment.","Shift timings based on  team .","Improvement of the infrastructure is needed.","Good Salary and good work environment."," "
"S&P Global","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW24916431.htm","Analyst","2/27/2019","Hyderabad","Telangana","India","Yes","More than 3 years","Full-time",2,0,0,0,0,2,"Getting Worse","No","Disapprove","good to work in the company","too much work , no work life balance","don't be vague","revierew"," "
"S&P Global","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW24539602.htm","Content Analyst","2/5/2019","Ahmedabad","Gujarat","India","No","More than a year"," ",5,5,5,5,5,5,"Getting Better","Yes","Approve","Awesome company for work everything is well managed","Nothing at all everything is great","Nothing everything is superb","Awesome"," "
"S&P Global","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW24346125.htm","Senior Manager","1/23/2019","Hyderabad","Telangana","India","No","More than 5 years","Full-time",2,1,3,1,3,1,"Getting Worse","No","Disapprove","This used to be a dream company for many but these days it lost it’s charm. Lay-off of good talent and bringing up the most vocal people, who knows nothing about the business owning it. It if are already in your sweet spot, well watch your steps.

People should change but that does not mean you should change the structure every three months!","Lay-off good people with different excuses to save cost,
If you speak ok, but don’t know much, you are at the right place.
If you are not politically charged but neutral, you are dead.
Change related stress is so high, you don’t know if you have a job tomorrow.","It’s too late. Keep the cash cows and sell the other business. Not everything is everyone’s cup of tea anyway.","Once upon a Time"," "
"S&P Global","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW24058671.htm","Data Research","1/4/2019","Hyderabad","Telangana","India","Yes","More than a year","Full-time",4,3,4,2,4,4,"Getting Better","Yes","Approve","Providing all facilities with job satisfaction 
Salary.to get good knowledge on market every thing is good","I satisfied but one this management has some portiolity","Nothing","Very good"," "
"S&P Global","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW23203347.htm","Junior Research Associate","10/31/2018","Hyderabad","Telangana","India","No","More than a year","Full-time",4,3,4,3,3,3," "," ","Approve","its a good place for working freshers","Here learning so many things"," ","Junior Research Associate"," "
"S&P Global","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW23092957.htm","Data Researcher I","10/23/2018","Ahmedabad","Gujarat","India","Yes","More than a year","Full-time",2,1,2,2,4,3,"Staying the Same","No","No Opinion","Flexible Holidays, Work environment and ya that's it.","-If you are initially favored by your manager, chances are you have some scope of increments/promotions.

-They have got a new Idea that to hire newer interns at cheaper salary than full time. They have started to threaten the existing employees to wo","-Dont make manager based on their tenures, but rather on their convincing power and their ability to listen to employees and put forward their points.

-Ensure all locations act as one team and not as competitors. New Teams at Ahmedabad are the bigges","Avoid Getting in Transaction Teams"," "
"S&P Global","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW22888240.htm","Research Associate","10/10/2018","Gurgaon","Haryana","India","No","More than 3 years","Full-time",3,3,4,4,5,5,"Getting Better","Yes","Approve","You'll get college like atmosphere there. No serious looking corporate guys.","Nothing much to learn. Also, the nature of job is pretty monotous.","Please don't encourage 7+ seniors to take things for granted.","S&amp;P Global"," "
"S&P Global","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW22824435.htm","Software Developer","10/6/2018","Gurgaon","Haryana","India","No","More than 3 years","Full-time",4,3,4,3,5,4,"Staying the Same","Yes","No Opinion","Work-Life balance
Good pay
Cab facility (not for everyone though)
Good office","Promotions and hikes are decided on the  basis of visibility instead of the work,
After the acquisition of SNL, the priority projects are handled by SNL only.
Not a good place for people who want to work on cutting-edge technology.","Define better parameters for appraisals.
Pickup latest tech-stack for development, which can make the product better.","Good company to work for if willing to work on DotNet"," "
"S&P Global","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW22616279.htm"," ","9/23/2018","Ahmedabad","Gujarat","India","Yes","More than a year","Full-time",2,2,3,2,2,3,"Staying the Same","No","No Opinion","1- Good Work Culture and environment","1- Less salary
2- Strict promotion criteria
3- No growth opportunity
4- No scope for changing team (Relocating to new place)"," ","Data Researcher"," "
